1.1.6
laipslazuliblock,22,0,lapis lazuli block
lapislazuliblocks,22,0,lapis lazuli block
lapisblock,22,0,lapis lazuli block
lapisblocks,22,0,lapis lazuli block
lapisb,22,0,lapis lazuli block
lapisblck,22,0,lapis lazuli block
23,23,0,dispenser
23:0,23,0,dispenser
dispenser,23,0,dispenser
dispensr,23,0,dispenser
dispensers,23,0,dispenser
24,24,0,sandstone
24:0,24,0,sandstone
sandstone,24,0,sandstone
sandstne,24,0,sandstone
sndstone,24,0,sandstone
sndstne,24,0,sandstone
24:1,24,1,creeper sandstone
creepersandstone,24,1,creeper sandstone
creepersndstone,24,2,creeper sandstone
creepersndstne,24,2,creeper sandstone
creeperss,24,2,creeper sandstone
crepersandstone,24,2,creeper sandstone
crpersandstone,24,2,creeper sandstone
hieroglyphicsandstone,24,2,creeper sandstone
hieroglyphic,24,2,creeper sandstone
hieroglyphicss,24,2,creeper sandstone
hieroglyphicsndstne,24,2,creeper sandstone
hieroglyphicsandstne,24,2,creeper sandstone
hieroglyphicsndstone,24,2,creeper sandstone
24:2,24,2,smooth sandstone
smoothsandstone,24,2,smooth sandstone
smoothsndstne,24,2,smooth sandstone
smoothss,24,2,smooth sandstone
smoothsand,24,2,smooth sandstone
smthsandstone,24,2,smooth sandstone
smthsndstone,24,2,smooth sandstone
smthsndstne,24,2,smooth sandstone
25,25,0,noteblock
25:0,25,0,noteblock
noteblock,25,0,noteblock
noteblck,25,0,noteblock
notblock,25,0,noteblock
nteblock,25,0,noteblock
nblock,25,0,noteblock
26,26,0,bed
26:0,26,0,bed
bed,26,0,bed
bd,26,0,bed
27,27,0,powered rail
27:0,27,0,powered rail
poweredrail,27,0,powered rail
poweredrails,27,0,powered rail
powerrail,27,0,powered rail
powerrails,27 ,0,powered rail
pwrrail,27,0,powered rail
pwrrails,27,0,powered rail
prail,27,0,powered rail
prails,27,0,powered rail
28,28,0,detector rail
28:0,28,0,detector rail
detectorrail,28,0,detector rail
detectorrails,28,0,detector rail
detectrrail,28,0,detector rail
detectrrails,28,0,detector rail
drail,28,0,detector rail
drails,28,0,detector rail
29,29,0,sticky piston
29:0,29,0,sticky piston
stickypiston,29,0,sticky piston
stickypistons,29,0,sticky piston
gooeypiston,29,0,sticky piston
gooeypistons,29,0,sticky piston
stickpiston,29,0,sticky piston
stickpistons,29,0,sticky piston
goopiston,29,0,sticky piston
goopistons,29,0,sticky piston
30,30,0,cobweb
30:0,30,0,cobweb
cobweb,30,0,cobweb
web,30,0,cobweb
wb,30,0,cobweb
cobwb,30,0,cobweb
cbweb,30,0,cobweb
spiderman,30,0,easter egg: cobweb
31,31,0,tall grass
31:0,31,0,tall grass
tallgrass,31,0,tall grass
wildgrass,31,0,tall grass
longgrass,31,0,tall grass
tllgrass,31,0,tall grass
wldgrass,31,0,tall grass
lnggrass,31,0,tall grass
32,32,0,shrub
32:0,32,0,shrub
shrub,32,0,shrub
deadshrub,32,0,shrub
shrubry,32,0,shrub
shrubs,32,0,shrub
deadshrubs,32,0,shrub
montypython,32,0,easter egg: shrubry
33,33,0,piston
33:0,33,0,piston
piston,33,0,piston
pston,33,0,piston
pstn,33,0,piston
pistn,33,0,piston
34,34,0,piston extension
34:0,34,0,piston extension
pistonextension,34,0,piston extension
35,35,0,wool
35:0,35,0,wool
wool,35,0,wool
whitewool,35,0,wool
normalwool,35,0,wool
regwool,35,0,wool
35:1,35,1,orange wool
orangewool,35,1,orange wool
orngewool,35,1,orange wool
orangwool,35,1,orange wool
orngwool,35,1,orange wool
owool,35,1,orange wool
orange,35,1,orange wool
35:2,35,2,magenta wool
magentawool,35,2,magenta wool
magentwool,35,2,magenta wool
magwool,35,2,magenta wool
magntwool,35,2,magenta wool
mgntwool,35,2,magenta wool
mwool,35,2,magenta wool
magenta,35,2,magenta wool
35:3,35,3,light blue wool
lightbluewool,35,3,light blue wool
lghtbluewool,35,3,light blue wool
lghtbluwool,35,3,light blue wool
lbluewool,35,3,light blue wool
lbluwool,35,3,light blue wool
lbwool,35,3,light blue wool
lightblue,35,3,light blue wool
35:4,35,4,yellow wool
yellowwool,35,4,yellow wool
yellowool,35,4,yellow wool
yllowool,35,4,yellow wool
ywool,35,4,yellow wool
yellow,35,4,yellow wool
35:5,35,5,lime wool
limewool,35,5,lime wool
lmewool,35,5,lime wool
lime,35,5,lime wool
sdxwool,35,5,easter egg: lime wool
35:6,35,6,pink wool
pinkwool,35,6,pink wool
pnkwool,35,6,pink wool
pink,35,6,pink wool
minecraftchick,35,6,easter egg: pink wool
mccwool,35,6,easter egg: pink wool
35:7,35,7,grey wool
greywool,35,7,grey wool
grywool,35,7,grey wool
grey,35,7,grey wool
35:8,35,8,light grey wool
lightgreywool,35,8,light grey wool
lghtgreywool,35,8,light grey wool
lghtgrywool,35,8,light grey wool
lightgrywool,35,8,light grey wool
lgreywool,35,8,light grey wool
lightgrey,35,8,light grey wool
35:9,35,9,cyan wool
cyanwool,35,9,cyan wool
cynwool,35,9,cyan wool
cwool,35,9,cyan wool
cyan,35,9,cyan wool
35:10,35,10,purple wool
purplewool,35,10,purple wool
prplewool,35,10,purple wool
purplwool,35,10,purple wool
violetwool,35,10,violet wool
viletwool,35,10,violet wool
voletwool,35,10,violet wool
vwool,35,10,violet wool
purple,35,10,purple wool
violet,35,10,violet wool
35:11,35,11,blue wool
bluewool,35,11,blue wool
bluwool,35,11,blue wool
blue,35,11,blue wool
35:12,35,12,brown wool
brownwool,35,12,brown wool
brwnwool,35,12,brown wool
brown,35,12,brown wool
35:13,35,13,green wool
greenwool,35,13,green wool
grenwool,35,13,green wool
green,35,13,green wool
35:14,35,14,red wool
redwool,35,14,red wool
rdwool,35,14,red wool
rwool,35,14,red wool
red,35,14,red wool
35:15,35,15,black wool
blackwool,35,15,black wool
blckwool,35,15,black wool
black,35,15,black wool
36,36,0,block moved by piston
36:0,36,0,block moved by piston
37,37,0,dandelion
37:0,37,0,dandelion
dandelion,37,0,dandelion
dandlion,37,0,dandelion
38,38,0,rose
38:0,38,0,rose
rose,38,0,rose
redrose,38,0,rose
rdrose,38,0,rose
rse,38,0,rose
39,39,0,brown mushroom
39:0,39,0,brown mushroom
brownmushroom,39,0,brown mushroom
brownshroom,39,0,brown mushroom
bshroom,39,0,brown mushroom
bmushroom,39,0,brown mushroom
brnmushroom,39,0,brown mushroom
brnshroom,39,0,brown mushroom
40,40,0,red mushroom
40:0,40,0,red mushroom
redmushroom,40,0,red mushroom
redshroom,40,0,red mushroom
rdshroom,40,0,red mushroom
rdmushroom,40,0,red mushroom
rmushroom,40,0,red mushroom
rshroom,40,0,red mushroom
41,41,0,gold block
41:0,41,0,gold block
goldblock,41,0,gold block
gldblock,41,0,gold block
goldblck,41,0,gold block
gldblck,41,0,gold block
gblock,41,0,gold block
gblck,41,0,gold block
42,42,0,iron block
42:0,42,0,iron block
ironblock,42,0,iron block
irnblock,42,0,iron block
ironblck,42,0,iron block
irnblck,42,0,iron block
iblock,42,0,iron block
iblck,42,0,iron block
43,43,0,stone slab
43:0,43,0,stone slab
43:1,43,1,sandstone slab
43:2,43,2,wood slab
43:3,43,3,cobble slab
43:4,43,4,brick slab
43:5,43,5,stone brock slab
43,44,0,stone slab
43:0,44,0,stone slab
stoneslab,44,0,stone slab
stneslab,44,0,stone slab
stneslb,44,0,stone slab
stoneslb,44,0,stone slab
43:1,44,1,sandstone slab
sandstoneslab,44,1,sandstone slab
sandstneslab,44,1,sandstone slab
sndstneslab,44,1,sandstone slab
sandslab,44,1,sandstone slab
43:2,44,2,wood slab
woodslab,44,2,wood slab
woodenslab,44,2,wood slab
wslab,44,2,wood slab
plankslab,44,2,wood slab
43:3,44,3,cobble slab
cobbleslab,44,3,cobble slab
cobblestoneslab,44,3,cobble slab
cobblestneslab,44,3,cobble slab
cslab,44,3,cobble slab
cbbleslab,44,3,cobble slab
43:4,44,4,brick slab
brickslab,44,4,brick slab
brckslab,44,4,brick slab
bslab,44,4,brick slab
brslab,44,4,brick slab
43:5,44,5,stone brock slab
stonebrickslab,44,5,stone brock slab
stnebrickslab,44,5,stone brock slab
stnebrckslab,44,5,stone brock slab
sbrickslab,44,5,stone brock slab
sbslab,44,5,stone brock slab
sbrslab,44,5,stone brock slab
45,45,0,brick block
45:0,45,0,brick block
brickblock,45,0,brick block
brickblck,45,0,brick block
brckblock,45,0,brick block
brckblck,45,0,brick block
bblock,45,0,brick block
46,46,0,TNT
46:0,46,0,TNT
tnt,46,0,TNT
dinomyte,46,0,TNT
captainsparklez,46,0,TNT
boom,46,0,TNT
47,47,0,bookshelf
47:0,47,0,bookshelf
bookshelf,47,0,bookshelf
bookshlf,47,0,bookshelf
bshelf,47,0,bookshelf
48,48,0,moss stone
48:0,48,0,moss stone
mossycobble,48,0,moss stone
mossstone,48,0,moss stone
mosscobble,48,0,moss stone
mossycobblestone,48,0,moss stone
mossycbblestone,48,0,moss stone
mossycbblestne,48,0,moss stone
49,49,0,obsidian
49:0,49,0,obsidian
obsidian,49,0,obsidian
obsidin,49,0,obsidian
obsdian,49,0,obsidian
50,50,0,torch
50:0,50,0,torch
torch,50,0,torch
trch,50,0,torch
51,51,0,fire
51:0,51,0,fire
fire,51,0,fire
fre,51,0,fire
ften,51,0,fire
52,52,0,monster spawner
52:0,52,0,monster spawner
spawner,52,0,monster spawner
monsterspawner,52,0,monster spawner
mobspawner,52,0,monster spawner
mobspwner,52,0,monster spawner
53,53,0,wooden stairs
53:0,53,0,wooden stairs
woodstairs,53,0,wooden stairs
woodenstairs,53,0,wooden stairs
wstairs,53,0,wooden stairs
plankstairs,53,0,wooden stairs
plankstair,53,0,wooden stairs
woodenstair,53,0,wooden stairs
woodstair,53,0,wooden stairs
54,54,0,chest
54:0,54,0,chest
chest,54,0,chest
chst,54,0,chest
55,55,0,redstone wire
55:0,55,0,redstone wire
redstonewire,55,0,redstone wire
rwire,55,0,redstone wire
rdstonewire,55,0,redstone wire
rdstnewire,55,0,redstone wire
56,56,0,diamond ore
56:0,56,0,diamond ore
diamondore,56,0,diamond ore
dimondore,56,0,diamond ore
dore,56,0,diamond ore
57,57,0,diamond block
57:0,57,0,diamond block
diamondblock,57,0,diamond block
diamondblck,57,0,diamond block
dimondblock,57,0,diamond block
dimondblck,57,0,diamond block
dblock,57,0,diamond block
dblck,57,0,diamond block
58,58,0,crafting table
58:0,58,0,crafting table
craftingbench,58,0,crafting table
craftingtable,58,0,crafting table
craftbench,58,0,crafting table
crafttable,58,0,crafting table
crftbench,58,0,crafting table
crfttable,58,0,crafting table
craftbnch,58,0,crafting table
crafttble,58,0,crafting table
59,59,0,seeds
59:0,59,0,seeds
plantedseeds,59,0,seeds
plantedseed,59,0,seeds
60,60,0,farmland
60:0,60,0,farmland
farmland,60,0,farmland
frmland,60,0,farmland
farmlnd,60,0,farmland
frmlnd,60,0,farmland
61,61,0,furnace
61:0,61,0,furnace
furnace,61,0,furnace
frnace,61,0,furnace
furnce,61,0,furnace
frnce,61,0,furnace
62,62,0,burning furnace
62:0,62,0,burning furnace
burningfurnace,62,0,burning furnace
activefurnace,62,0,burning furnace
runningfurnace,62,0,burning furnace
bfurnace,62,0,burning furnace
afurnace,62,0,burning furnace
rfurnace,62,0,burning furnace
63,63,0,sign post
63:0,63,0,sign post
signpost,63,0,sign post
sgnpost,63,0,sign post
sgnpst,63,0,sign post
64,64,0,wood door
64:0,64,0,wood door
woodendoorblock,64,0,wood door
wooddoorblock,64,0,wood door
wdoorblock,64,0,wood door
65,65,0,ladder
65:0,65,0,ladder
ladder,65,0,ladder
ldder,65,0,ladder
lddr,65,0,ladder
laddr,65,0,ladder
66,66,0,rails
66:0,66,0,rails
rails,66,0,rails
rils,66,0,rails
rals,66,0,rails
rail,66,0,rails
ral,66,0,rails
ril,66,0,rails
67,67,0,cobble stairs
67:0,67,0,cobble stairs
cobblestonestairs,67,0,cobble stairs
cobblestairs,67,0,cobble stairs
cobblestnestairs,67,0,cobble stairs
cbblestairs,67,0,cobble stairs
68,68,0,wall sign
68:0,68,0,wall sign
wallsign,68,0,wall sign
wllsign,68,0,wall sign
wallsgn,68,0,wall sign
wllsgn,68,0,wall sign
69,69,0,lever
69:0,69,0,lever
lever,69,0,lever
lver,69,0,lever
levr,69,0,lever
lvr,69,0,lever
70,70,0,stone pressure plate
70:0,70,0,stone pressure plate
stonepressureplate,70,0,stone pressure plate
stnepressureplate,70,0,stone pressure plate
stneprssureplate,70,0,stone pressure plate
stneprssreplate,70,0,stone pressure plate
stneprssrplate,70,0,stone pressure plate
71,71,0,iron door
71:0,71,0,iron door
irondoorblock,71,0,iron door
irndoorblock,71,0,iron door
idoorblock,71,0,iron door
72,72,0,wood pressure plate
72:0,72,0,wood pressure plate
woodpressureplate,72,0,wood pressure plate
woodenpressureplate,72,0,wood pressure plate
wpressureplate,72,0,wood pressure plate
73,73,0,redstone ore
73:0,73,0,redstone ore
redstoneore,73,0,redstone ore
rstoneore,73,0,redstone ore
rdstoneore,73,0,redstone ore
rore,73,0,redstone ore
74,74,0,glowing redstone ore
74:0,74,0,glowing redstone ore
glowingredstoneore,74,0,glowing redstone ore
gredstoneore,74,0,glowing redstone ore
grstoneore,74,0,glowing redstone ore
grdstoneore,74,0,glowing redstone ore
75,75,0,redstone torch off
75:0,75,0,redstone torch off
redstonetorchoff,75,0,redstone torch off
offredstonetorch,75,0,redstone torch off
offrstorch,75,0,redstone torch off
rstorchoff,75,0,redstone torch off
76,76,0,redstone torch
76:0,76,0,redstone torch
redstonetorch,76,0,redstone torch
redstnetorch,76,0,redstone torch
rstorch,76,0,redstone torch
rdstnetorch,76,0,redstone torch
77,77,0,button
77:0,77,0,button
button,77,0,button
btton,77,0,button
buttn,77,0,button
bttn,77,0,button
stonebutton,77,0,button
stnebutton,77,0,button
sbutton,77,0,button
78,78,0,snow
78:0,78,0,snow
snow,78,0,snow
snw,78,0,snow
79,79,0,ice
79:0,79,0,ice
ice,79,0,ice
80,80,0,snow block
80:0,80,0,snow block
snowblock,80,0,snow block
snwblock,80,0,snow block
sblock,80,0,snow block
snowblck,80,0,snow block
snwblck,80,0,snow block
sblck,80,0,snow block
81,81,0,cactus
81:0,81,0,cactus
cactus,81,0,cactus
cctus,81,0,cactus
cacti,81,0,cactus
inxane,81,0,cactus
82,82,0,clay block
82:0,82,0,clay block
clayblock,82,0,clay block
clyblock,82,0,clay block
clyblck,82,0,clay block
clayblck,82,0,clay block
83,83,0,sugarcane
83:0,83,0,sugarcane
sugarcaneblock,83,0,sugarcane
sugarcneblock,83,0,sugarcane
84,84,0,jukebox
84:0,84,0,jukebox
jukebox,84,0,jukebox
jkebox,84,0,jukebox
jkebx,84,0,jukebox
fonz,84,0,jukebox
thefonz,84,0,jukebox
85,85,0,fence
85:0,85,0,fence
fence,85,0,fence
fnce,85,0,fence
fenc,85,0,fence
fnc,85,0,fence
86,86,0,pumpkin
86:0,86,0,pumpkin
pumpkin,86,0,pumpkin
pmpkin,86,0,pumpkin
pumpkn,86,0,pumpkin
pmpkn,86,0,pumpkin
87,87,0,netherrack
87:0,87,0,netherrack
netherrack,87,0,netherrack
ntherrack,87,0,netherrack
hellstone,87,0,netherrack
hllstone,87,0,netherrack
hell,87,0,netherrack
hellstne,87,0,netherrack
88,88,0,soulsand
88:0,88,0,soulsand
soulsand,88,0,soulsand
soulsnd,88,0,soulsand
hellsand,88,0,soulsand
quicksand,88,0,soulsand
89,89,0,glowstone block
89:0,89,0,glowstone block
glowstoneblock,89,0,glowstone block
glowblock,89,0,glowstone block
gblock,89,0,glowstone block
glowstneblock,89,0,glowstone block
gstoneblock,89,0,glowstone block
gsblock,89,0,glowstone block
90,90,0,portal
90:0,90,0,portal
portal,90,0,portal
prtal,90,0,portal
portl,90,0,portal
prtl,90,0,portal
91,91,0,jack-o-lantern
91:0,91,0,jack-o-lantern
jackolantern,91,0,jack-o-lantern
jacklantern,91,0,jack-o-lantern
jacktheripper,91,0,jack-o-lantern
92,92,0,cake
92:0,92,0,cake
cakeblock,92,0,cake
ckeblock,92,0,cake
92:1,92,1,cake
92:2,92,2,cake
92:3,92,3,cake
92:4,92,4,cake
92:5,92,5,cake
93,93,0,redstone repeater
93:0,93,0,redstone repeater
redstonerepeateroff,93,0,redstone repeater
redstnerepeateroff,93,0,redstone repeater
diodeoff,93,0,redstone repeater
rsrepeateroff,93,0,redstone repeater
94,94,0,redstone repeater
94:0,94,0,redstone repeater
redstonerepeateron,94,0,redstone repeater
redstnerepeateron,94,0,redstone repeater
diodeon,94,0,redstone repeater
rsrepeateron,94,0,redstone repeater
95,95,0,locked chest
95:0,95,0,locked chest
lockedchest,95,0,locked chest
trickchest,95,0,locked chest
jockchest,95,0,locked chest
aprilchest,95,0,locked chest
96,96,0,trapdoor
96:0,96,0,trapdoor
trapdoor,96,0,trapdoor
hatch,96,0,trapdoor
trpdoor,96,0,trapdoor
htch,96,0,trapdoor
97,97,0,hidden silverfish
97:0,97,0,hidden silverfish
hiddensilverfish,97,0,hidden silverfish
hidsilverfish,97,0,hidden silverfish
hidslverfish,97,0,hidden silverfish
97:1,97,1,hidden silverfish
97:2,97,2,hidden silverfish
98,98,0,stone brick
98:0,98,0,stone brick
stonebrick,98,0,stone brick
stnebrick,98,0,stone brick
stnbrick,98,0,stone brick
stnbrck,98,0,stone brick
stnebrck,98,0,stone brick
stonebrck,98,0,stone brick
98:1,98,1,mossy stone brick
mossystonebrick,98,1,mossy stone brick
mossystnebrick,98,1,mossy stone brick
mossstonebrick,98,1,mossy stone brick
mosstonebrick,98,1,mossy stone brick
98:2,98,2,cracked stone brick
crackedstonebrick,98,2,cracked stone brick
crckedstonebrick,98,2,cracked stone brick
crackedstnebrick,98,2,cracked stone brock
98:3,98,3,circle stone brick
circlestonebrick,98,3,circle stone brick
circlstonebrick,98,3,circle stone brick
circlestnebrick,98,3,circle stone brick
crclstonebrick,98,3,circle stone brick
99,99,0,huge brown mushroom
99:0,99,0,huge brown mushroom
hugebrownmushroom,99,0,huge brown mushroom
hugebrownshroom,99,0,huge brown mushroom
100,100,0,huge red mushroom
100:0,100,0,huge red mushroom
hugeredmushroom,100,0,huge red mushroom
hugeredshroom,100,0,huge red mushroom
101,101,0,iron bars
101:0,101,0,iron bars
ironbars,101,0,iron bars
inbars,101,0,iron bars
ibars,101,0,iron bars
102,102,0,glass pane
102:0,102,0,glass pane
glasspane,102,0,glass pane
glsspane,102,0,glass pane
glasspne,102,0,glass pane
glsspne,102,0,glass pane
103,103,0,melon
103:0,103,0,melon
melon,103,0,melon
mlon,103,0,melon
meln,103,0,melon
mln,103,0,melon
104,104,0,pumpkin stem
104:0,104,0,pumpkin stem
pumpkinstem,104,0,pumpkin stem
pmpkinstem,104,0,pumpkin stem
pmpkinstm,104,0,pumpkin stem
pstem,104,0,pumpkin stem
105,105,0,melon stem
105:0,105,0,melon stem
melonstem,105,0,melon stem
melnstem,105,0,melon stem
mlonstem,105,0,melon stem
mlnstem,105,0,melon stem
mstem,105,0,melon stem
106,106,0,vines
106:0,106,0,vines
vines,106,0,vines
vine,106,0,vines
vin,106,0,vines
vnes,106,0,vines
107,107,0,fence gate
107:0,107,0,fence gate
fencegate,107,0,fence gate
fncegate,107,0,fence gate
fncegte,107,0,fence gate
108,108,0,brick stairs
108:0,108,0,brick stairs
brickstairs,108,0,brick stairs
brickstair,108,0,brick stairs
brckstairs,108,0,brick stairs
brckstair,108,0,brick stairs
bstair,108,0,brick stairs
bstairs,108,0,brick stairs
109,109,0,stone brick stairs
109:0,109,0,stone brick stairs
stonebrickstair,109,0,stone brick stairs
stonebrickstairs,109,0,stone brick stairs
sbstairs,109,0,stone brick stairs
sbstair,109,0,stone brick stairs
110,110,0,mycelium
110:0,110,0,mycelium
mycelium,110,0,mycelium
mycelim,110,0,mycelium
mycelum,110,0,mycelium
myclium,110,0,mycelium
myelium,110,0,mycelium
mycelm,110,0,mycelium
111,111,0,lily pad
111:0,111,0,lily pad
lilypad,111,0,lily pad
lily_pad,111,0,lily pad
lilypd,111,0,lily pad
llypad,111,0,lily pad
llypd,111,0,lily pad
112,112,0,nether brick
112:0,112,9,nether brick
netherbrick,112,0,nether brick
netherbrck,112,0,nether brick
nethrbrick,112,0,nether brick
nethrbrck,112,0,nether brick
nthrbrck,112,0,nether brick
ntherbrick,112,0,nether brick
nether_brick,112,0,nether brick
113,113,0,nether brick fence
113:0,113,0,nether brick fence
netherbrickfence,113,0,nether brick fence
netherbrickfnce,113,0,nether brick fence
netherbrckfence,113,0,nether brick fence
nethrbrickfence,113,0,nether brick fence
ntherbrickfence,113,0,nether brick fence
netherbrckfnce,113,0,nether brick fence
nbf,113,0,nether brick fence
114,113,0,nether brick stairs
114:0,114,0,nether brick stairs
netherbrickstairs,114,0,nether brick stairs
netherbrickstirs,114,0,nether brick stairs
netherbrckstairs,114,0,nether brick stairs
nethrbrickstairs,114,0,nether brick stairs
nthrbrickstairs,114,0,nether brick stairs
nbs,114,0,nether brick stairs
115,115,0,nether wart
115:0,115,0,nether wart
netherwartblock,115,0,nether wart
netherwrtblock,115,0,nether wart
nethrwartblock,115,0,nether wart
ntherwartblock,115,0,nether wart
nethrwrtblock,115,0,nether wart
nthrwrtblock,115,0,nether wart
116,116,0,enchantment table
116:0,116,0,enchantment table
enchantmenttable,116,0,enchantment table
enchantmenttble,116,0,enchantment table
enchantmnttable,116,0,enchantment table
enchntmenttable,116,0,enchantment table
enchantmnttble,116,0,enchantment table
117,117,0,brewing stand
117:0,117,0,brewing stand
brewingstandblock,117,0,brewing stand
brewingstndblock,117,0,brewing stand
brewngstandblock,117,0,brewing stand
brewstandblock,117,0,brewing stand
brewngstndblock,117,0,brewing stand
brwingstandblock,117,0,brewing stand
118,118,0,cauldron
118:0,118,0,cauldron
cauldronblock,118,0,cauldron
cauldrnblock,118,0,cauldron
caldronblock,118,0,cauldron
